date,SE1,SE2,SE3,SE4,SE
2021-12-16,33175.297423,49710.813421,275806.042092,75691.991977,434384.14491300005
2021-12-17,32859.004116,48851.771246,281345.890879,77387.277219,440443.94346
2021-12-18,31920.427942,43944.380132,253421.67095,70358.988255,399645.467279
2021-12-19,32815.344784,44501.237539,260028.324732,71119.914922,408464.821977
2021-12-20,36910.934439,53564.263109,297607.345326,84650.792603,472733.335477
2021-12-21,40249.657985,58779.176107,315889.195974,90737.239369,505655.269435
2021-12-22,41912.390219,60569.638468,319519.69672,87936.303171,509938.028578
2021-12-23,38837.194853,56357.335879,294539.833447,79104.266965,468838.631144
2021-12-24,36389.117303,54949.038447,297572.748358,78828.319411,467739.223519
2021-12-25,36031.426499,53140.63045,300400.720064,83802.250164,473375.0271769999
2021-12-26,37886.254406,56023.020938,299463.089779,83603.154084,476975.519207
2021-12-27,39480.570308,59333.630609,314974.704846,90025.335974,503814.241737
2021-12-28,39774.108967,57927.030185,302775.373943,85006.513293,485483.026388
2021-12-29,37562.865661,57592.706825,287959.06826,78497.211172,461611.851918
2021-12-30,34684.565408,54468.798818,270433.570288,72533.395556,432120.33007
2021-12-31,34642.584284,51604.607226,245993.318098,62287.334189,394527.843797
2022-01-01,35827.891906,52717.375218,250508.227765,59931.832577,398985.327466
2022-01-02,35281.902511,50406.866377,244101.748222,60920.561535,390711.078645
2022-01-03,35476.199217,52651.429927,260909.767725,70155.934747,419193.331616
2022-01-04,36886.453702,53567.989435,277289.489861,76788.33121,444532.2642079999
2022-01-05,37347.695878,54207.881403,290724.782693,79610.696594,461891.056568
2022-01-06,36419.114765,55007.907502,303351.548969,79760.71191,474539.283146
2022-01-07,39025.714236,59650.717147,309846.713104,79168.404475,487691.548962
2022-01-08,40928.210886,56768.267823,272197.747766,72932.97356,442827.200035
2022-01-09,40705.159317,52609.700232,271877.325607,72699.252098,437891.437254
2022-01-10,40832.15025,56314.234429,299191.625727,81138.131554,477476.14196
2022-01-11,35070.082346,52793.840222,302582.908421,87365.093919,477811.924908
2022-01-12,34801.976736,51500.156456,287411.416864,81855.468949,455569.019005
2022-01-13,33713.355397,46988.53641,270027.937347,76025.216314,426755.04546800005
2022-01-14,34191.187935,48929.959296,271496.154536,74167.925949,428785.227716
2022-01-15,32993.215894,47099.506067,270344.927643,75088.30661,425525.956214
2022-01-16,33203.905447,45732.436674,256805.260055,72051.320873,407792.923049
2022-01-17,35867.098212,50828.925279,288600.180847,79340.346169,454636.55050699995
2022-01-18,35739.632033,49670.457215,292800.760617,83622.624471,461833.474336
2022-01-19,32987.563943,46775.984191,277689.171553,81225.999747,438678.719434
2022-01-20,34062.829487,51083.33747,305866.103816,86746.83,477759.100773
2022-01-21,35851.029236,51698.793933,301736.973186,83319.371934,472606.168289
2022-01-22,34874.416698,51537.356277,283432.884317,78204.321983,448048.9792750001
2022-01-23,31397.561551,46819.202779,267259.706375,70993.435898,416469.906603
2022-01-24,32288.922974,48140.497122,280646.54189,77129.404169,438205.366155
2022-01-25,34384.239697,49913.176243,287492.833055,75978.370957,447768.619952
2022-01-26,32757.678562,49989.152036,281939.365245,77172.214309,441858.410152
2022-01-27,34112.393745,50144.705549,276536.447316,75874.831147,436668.377757
2022-01-28,32634.207368,51004.024157,280582.067913,76463.210447,440683.509885
2022-01-29,34072.915465,48025.557398,255172.880614,69350.319338,406621.67281500006
2022-01-30,33477.073438,47655.897969,265245.495506,68557.833454,414936.300367
2022-01-31,38082.584004,56200.804376,302942.872278,82818.263423,480044.524081
2022-02-01,40659.683895,58780.197394,308373.440203,84625.088637,492438.410129
2022-02-02,39675.486661,58421.544668,310937.63084,83433.98703,492468.649199
2022-02-03,41036.6727,60151.851836,303236.615442,81397.070142,485822.21011999995
2022-02-04,37424.751234,53562.761097,278773.67541,74972.07933,444733.267071
2022-02-05,33576.886298,48626.259013,260896.409238,70072.029294,413171.583843
2022-02-06,34205.956821,47989.383396,260368.608582,69284.222556,411848.171355
2022-02-07,34280.90741,51954.726589,287551.705555,77678.503484,451465.843038
2022-02-08,35309.061489,52279.178071,277561.936606,78000.916646,443151.092812
2022-02-09,34001.996737,52986.738232,279324.674656,76888.618431,443202.0280559999
2022-02-10,33494.371661,51563.434541,277989.760129,78826.623112,441874.189443
2022-02-11,34245.689205,51548.822212,285593.474276,78862.99485,450250.980543
2022-02-12,35580.906921,48523.345253,266245.29127,74678.560316,425028.10376
2022-02-13,35594.392559,45354.84683,260850.881166,72733.322057,414533.442612
2022-02-14,36332.435987,49949.229097,276328.00515,76577.703439,439187.373673
2022-02-15,38459.957281,53882.913934,270904.419923,76623.886843,439871.177981
2022-02-16,36731.033237,53259.893953,275574.199212,77403.749187,442968.875589
2022-02-17,36698.520001,51825.073397,281265.941566,76945.646779,446735.181743
2022-02-18,33938.167196,52916.463769,275567.678252,76808.024284,439230.333501
2022-02-19,33384.78488,51712.242362,259685.647282,69161.257666,413943.93219
2022-02-20,35418.650773,52253.13426,264918.381166,68195.900764,420786.066963
2022-02-21,37177.595459,54109.989047,290364.030053,78191.850857,459843.465416
2022-02-22,39164.768893,55712.2303,303745.762674,79199.038797,477821.800664
2022-02-23,38790.107745,54884.547995,294704.051761,74571.319324,462950.026825
2022-02-24,33405.800558,50656.545571,280832.228884,74561.759084,439456.334097
2022-02-25,33527.745459,51758.900356,273472.300552,75599.812613,434358.75898
2022-02-26,34190.247076,49523.315722,261761.980478,68726.292589,414201.835865
2022-02-27,33537.761976,47277.948173,253636.489928,71195.858661,405648.058738
2022-02-28,32515.727279,50281.132988,276757.535335,78749.130813,438303.526415
2022-03-01,32894.686818,48485.658951,279840.007942,79129.399419,440349.75313
2022-03-02,32299.517453,49472.450587,272153.227257,78681.467177,432606.662474
2022-03-03,34568.31314,50951.684817,273682.036329,76924.81706,436126.851346
2022-03-04,35124.920989,53196.892233,273064.960738,76690.496776,438077.270736
2022-03-05,32880.327392,50192.699327,257914.655318,72242.852943,413230.53498
2022-03-06,32427.658602,46280.653691,249141.978898,68641.394095,396491.685286
2022-03-07,34183.097399,48895.267109,262658.164535,75307.196824,421043.72586699994
2022-03-08,35521.043312,48330.125936,267120.118516,77935.46716,428906.754924
2022-03-09,34206.996785,50433.776338,271316.126373,76243.45313,432200.35262599995
2022-03-10,33170.558529,48940.941765,272514.461506,75444.168406,430070.13020600006
2022-03-11,32138.50122,46023.212523,265425.150935,74937.757319,418524.6219969999
2022-03-12,31290.083051,45275.326469,244640.579163,66214.984414,387420.973097
2022-03-13,32004.358556,44814.857168,242343.61694,64566.185501,383729.018165
2022-03-14,33662.171453,47585.061471,260133.951746,71193.698234,412574.882904
2022-03-15,34424.176026,48233.331197,259282.585166,73086.326751,415026.41914
2022-03-16,32536.396941,48934.088905,264410.665382,72955.610707,418836.761935
2022-03-17,29720.800369,48451.717059,269034.982633,75942.721066,423150.221127
2022-03-18,29419.029161,47238.046054,249156.251662,70181.638164,395994.965041
2022-03-19,27485.476082,42394.63796,233154.444753,62217.248026,365251.80682099995
2022-03-20,26827.56599,40146.34365,227181.837134,63932.340304,358088.087078
2022-03-21,27872.964151,44390.725435,249118.953838,70778.882162,392161.525586
2022-03-22,29695.68111,45931.830109,250873.181166,70698.206846,397198.899231
2022-03-23,28387.332318,44646.431408,249612.277597,69396.690081,392042.731404
2022-03-24,28646.685332,43802.217218,243672.101599,68729.472802,384850.476951
2022-03-25,30362.90173,43406.93157,231569.854666,63788.817202,369128.505168
2022-03-26,30326.539074,41125.940404,218442.596804,55823.954755,345719.031037
2022-03-27,30586.356297,42238.318517,217529.325169,56794.391132,347148.391115
2022-03-28,32165.576895,46053.903969,238954.27033,65292.468749,382466.219943
2022-03-29,33515.95475,49461.7628,263346.713988,68851.083134,415175.514672
2022-03-30,31986.058522,47744.7242,274551.036968,74568.129135,428849.948825
2022-03-31,32905.293407,48024.450538,269436.701003,76196.666971,426563.1119190001
2022-04-01,33322.57176,49182.091118,265650.060011,73986.382099,422141.104988
2022-04-02,31303.301761,45980.423809,248371.969912,68072.894683,393728.590165
2022-04-03,31042.363533,43006.809035,236220.43021,66119.078579,376388.681357
2022-04-04,32804.770917,45301.3565,260476.607291,75526.971172,414109.70588
2022-04-05,33861.424801,48571.900246,270035.514334,74210.647113,426679.486494
2022-04-06,33653.082352,46635.418824,269302.969319,75445.537283,425037.007778
2022-04-07,33655.389091,46577.652184,267836.538136,71379.338097,419448.917508
2022-04-08,31868.717624,47246.464442,271567.995439,72334.818463,423017.995968
2022-04-09,30802.259105,43093.58819,247497.074797,65117.0935,386510.015592
2022-04-10,29942.896956,43455.665556,228054.030397,62780.258607,364232.851516
2022-04-11,30451.576768,46915.422909,243856.022476,69243.483001,390466.505154
2022-04-12,31048.922212,44451.769664,243430.397057,68478.386609,387409.475542
2022-04-13,31753.721676,44874.103476,243192.149432,66613.185373,386433.159957
2022-04-14,32341.416455,45277.948916,241451.957132,63642.721697,382714.0442
2022-04-15,29645.761852,41341.368733,214021.848163,58580.462636,343589.441384
2022-04-16,29626.478978,39788.212121,204371.39421,54939.801654,328725.886963
2022-04-17,28078.783911,35775.078149,191498.346642,51040.215713,306392.42441499996
2022-04-18,28222.762129,37083.179147,195564.119337,52625.810799,313495.87141200004
2022-04-19,28679.887994,39336.357496,212454.812601,59595.86572,340066.923811
2022-04-20,26136.737412,39629.556222,212817.618146,59707.239687,338291.15146699996
2022-04-21,26567.959598,39262.324667,207722.693303,58235.642309,331788.619877
2022-04-22,27283.8133,38797.44965,204096.343666,56615.038846,326792.645462
2022-04-23,25829.104574,36359.882977,195962.54752,51223.674823,309375.20989399997
2022-04-24,26723.668373,36859.807118,200457.402626,52999.680089,317040.558206
2022-04-25,27936.395362,39760.956005,221086.245067,60964.705757,349748.302191
2022-04-26,29970.875548,40648.609809,218940.599897,60365.091178,349925.176432
2022-04-27,28751.496174,42613.976229,227076.847827,62180.021654,360622.34188399994
2022-04-28,29994.02935,42596.468777,221093.027827,63122.744464,356806.270418
2022-04-29,29767.517287,42088.734506,218101.016247,58729.164282,348686.432322
2022-04-30,28076.383238,39094.741239,198017.920663,51543.163657,316732.208797
2022-05-01,27259.315973,38275.29824,187708.78742,50854.824512,304098.226145
2022-05-02,27476.730914,40271.028807,211968.717576,58757.658805,338474.136102
2022-05-03,27813.130311,42057.242736,213090.307642,57165.000261,340125.68095
2022-05-04,28055.547068,40669.133193,215243.293168,58199.777331,342167.75076
2022-05-05,28324.1504,40495.628613,209707.572256,58106.442484,336633.793753
2022-05-06,26506.549055,39514.54788,200126.026378,54851.820429,320998.94374200003
2022-05-07,25516.737115,37030.761369,182131.200331,48029.1667,292707.865515
2022-05-08,25194.800011,37813.185999,187680.988223,48678.435151,299367.409384
2022-05-09,25626.527777,39411.368368,207455.269571,57836.796625,330329.96234100003
2022-05-10,24411.165539,37302.838614,206706.847956,58236.204377,326657.056486
2022-05-11,25339.288233,35859.313996,203166.758047,56950.581153,321315.941429
2022-05-12,24263.04042,37602.068793,203193.730867,58207.510971,323266.351051
2022-05-13,24452.542623,36355.457733,196847.588623,56219.025173,313874.614152
2022-05-14,23938.579118,33276.846382,180481.866154,48948.621744,286645.913398
2022-05-15,23736.189508,35395.614676,181045.126184,48137.496972,288314.42734
2022-05-16,26559.867638,38106.364618,204643.098116,55522.306167,324831.63653899997
2022-05-17,26990.702374,37140.105181,204128.162521,55592.194522,323851.16459799994
2022-05-18,27130.058815,35928.456692,198969.103744,55753.669205,317781.288456
2022-05-19,27136.388555,36795.371434,195119.363802,54461.054759,313512.17855
2022-05-20,27621.148493,38011.296949,195465.81977,52277.159481,313375.424693
2022-05-21,25044.734731,33353.485342,180401.455487,47645.157687,286444.833247
2022-05-22,25069.730379,33998.694658,177844.906215,46618.258839,283531.590091
2022-05-23,25628.434309,36699.259979,198964.454556,54768.144883,316060.293727
2022-05-24,24885.603073,35888.498926,194365.211329,56548.912385,311688.22571300005
2022-05-25,25666.353001,36329.56009,195170.47686,54105.706059,311272.09601
2022-05-26,25969.592933,31900.869052,183127.165483,48418.178548,289415.806016
2022-05-27,25869.100298,33180.185607,190286.739667,51113.421646,300449.44721799996
2022-05-28,26071.350909,32526.267945,184811.160619,48351.374818,291760.154291
2022-05-29,26702.072882,35507.8451,178789.542721,46071.066363,287070.52706600004
2022-05-30,25040.465636,34807.992148,200100.089191,55204.43028,315152.97725500003
2022-05-31,25298.615992,36085.67988,201135.824813,54621.133896,317141.254581
2022-06-01,26355.924335,36789.913696,199202.365679,53241.086731,315589.290441
2022-06-02,26486.105227,36640.047556,203302.195224,55853.140927,322281.488934
2022-06-03,25934.075249,35763.317535,193481.648193,54832.031727,310011.072704
2022-06-04,25233.650438,33726.896167,169251.451803,45743.649193,273955.647601
2022-06-05,25477.623383,33017.392753,164727.808293,43534.524626,266757.349055
2022-06-06,25591.432755,31970.920767,169574.846451,45930.279909,273067.47988199996
2022-06-07,25799.822346,33957.051366,192086.936378,52937.482985,304781.293075
2022-06-08,26788.930336,35172.014563,192901.722337,53180.86542,308043.532656
2022-06-09,27457.002994,36143.904101,191614.330792,53220.885027,308436.122914
2022-06-10,27127.168779,36248.405762,184755.139453,50770.165061,298900.879055
2022-06-11,26238.943699,32542.784493,169747.829825,44803.294367,273332.85238399997
2022-06-12,24889.09783,31184.540365,170035.066517,45075.424725,271184.129437
2022-06-13,26178.063291,34340.827547,192922.149902,53566.603454,307007.644194
2022-06-14,25782.450675,34982.432431,190251.014885,54213.7115,305229.609491
2022-06-15,24840.312845,35104.051109,193297.697145,53179.789446,306421.850545
2022-06-16,26616.258344,35166.538959,189982.864996,52280.201521,304045.86381999997
2022-06-17,26471.35825,34201.543695,182208.417483,51270.108003,294151.42743100005
2022-06-18,25588.782868,31580.649779,167033.638723,44494.603545,268697.67491500004
2022-06-19,25389.883252,33789.86068,168684.571823,46246.139651,274110.45540599996
2022-06-20,26743.851984,34614.206741,189580.563055,54028.056289,304966.678069
2022-06-21,25916.365312,34977.955665,189993.20048,53107.000961,303994.522418
2022-06-22,25885.20316,36079.362803,191546.606412,52808.333379,306319.505754
2022-06-23,26323.344634,35263.352496,183702.410179,50274.279319,295563.386628
2022-06-24,25852.139053,31067.190602,155714.040243,40700.863528,253334.233426
2022-06-25,24456.588087,30729.939453,152336.712738,39819.915198,247343.155476
2022-06-26,25243.561803,31182.770255,159376.683517,41833.82169,257636.837265
2022-06-27,26417.341091,33993.690907,187667.455349,52540.697296,300619.184643
2022-06-28,26709.011853,34683.761181,187209.277723,52751.140944,301353.191701
2022-06-29,28283.405922,35523.260257,188111.904278,52583.590218,304502.160675
2022-06-30,28436.794022,35774.883992,189884.264216,52646.237988,306742.180218
2022-07-01,26437.013429,35580.910502,184728.695445,50944.531301,297691.150677
2022-07-02,25832.127947,30999.777109,165044.10736,43477.845656,265353.85807200003
2022-07-03,25840.054079,30961.434129,163983.088008,43236.129396,264020.70561199996
2022-07-04,26222.752763,34005.055105,184854.12937,51323.87589,296405.813128
2022-07-05,25530.819498,33774.611172,184980.478339,52227.900175,296513.809184
2022-07-06,26209.768031,34647.506912,185742.161101,51990.668407,298590.104451
2022-07-07,26444.650516,36112.405084,186738.233363,52188.485996,301483.774959
2022-07-08,25563.703215,35324.825079,177316.0272,49662.632906,287867.18840000004
2022-07-09,25511.738011,31580.076407,158151.266134,43212.812401,258455.892953
2022-07-10,24973.130296,32401.28017,159759.877096,42504.672943,259638.960505
2022-07-11,26013.433182,33231.468656,172913.772265,48197.443681,280356.117784
2022-07-12,26255.212217,34085.490911,172398.640766,47557.526785,280296.870679
2022-07-13,25688.284322,33243.758488,171146.168134,49640.216031,279718.426975
2022-07-14,25671.723002,34410.003714,169200.626397,49103.087223,278385.440336
2022-07-15,26030.872852,35581.02506,169029.057081,46639.586856,277280.54184900003
2022-07-16,25808.711718,34187.657216,156390.272132,41900.913488,258287.554554
2022-07-17,26110.908507,33129.387857,153448.268336,41243.369827,253931.934527
2022-07-18,26590.493379,34449.908698,163414.860901,45492.68603,269947.949008
2022-07-19,26047.691143,35378.541024,162327.741748,45313.200679,269067.174594
2022-07-20,25230.352427,33959.279686,163471.291289,45575.383457,268236.306859
2022-07-21,25792.376775,33316.874152,161063.12996,45964.378251,266136.759138
2022-07-22,25576.718974,34754.844232,164854.545008,45054.353707,270240.46192100004
2022-07-23,25395.206357,34431.352828,152834.810226,41602.136928,254263.506339
2022-07-24,25679.659202,33363.478198,149307.724209,40408.044,248758.905609
2022-07-25,26522.150999,34369.218636,165112.544923,45631.005627,271634.920185
2022-07-26,26434.266448,31916.183982,160942.641407,45111.214755,264404.306592
2022-07-27,26504.059325,33527.997344,160925.133893,45617.938459,266575.129021
2022-07-28,26694.826285,34549.146445,161141.397765,45248.11067,267633.481165
2022-07-29,27202.984031,35011.226238,159681.733591,44914.567527,266810.511387
2022-07-30,26883.461028,32548.3481,149626.812523,40622.942485,249681.564136
2022-07-31,26731.15077,32790.474921,151698.792017,40527.519522,251747.93723
2022-08-01,27605.695313,33916.040816,164697.547701,45602.68722,271821.97105
2022-08-02,26941.605279,33592.381795,164874.866631,45596.471154,271005.32485900004
2022-08-03,26515.761659,32962.130722,170790.83265,46399.488615,276668.21364599996
2022-08-04,27440.186394,33105.787633,172055.565882,46697.01752,279298.557429
2022-08-05,27539.740428,33663.041232,171815.928226,46246.903215,279265.61310099997
2022-08-06,25968.175383,31173.153881,156385.323995,41451.340308,254977.99356700003
2022-08-07,25885.174238,31379.383612,158862.149321,42551.217407,258677.924578
2022-08-08,27322.316205,33549.547956,173775.779186,49582.296591,284229.939938
2022-08-09,27952.119895,34539.858322,179547.317195,50764.960883,292804.256295
2022-08-10,27572.155346,33756.006735,182101.563116,50742.572391,294172.297588
2022-08-11,28208.890512,33773.100377,184104.54193,50797.788977,296884.321796
2022-08-12,29294.939946,33150.887583,178085.644064,49363.451812,289894.923405
2022-08-13,29090.748812,33309.300345,161462.881881,43444.122542,267307.05358
2022-08-14,28731.520292,31693.440701,162045.574142,43428.353654,265898.888789
2022-08-15,29808.834004,34855.250932,184066.662408,53626.884058,302357.631402
2022-08-16,29688.739925,35057.075352,187762.457395,53909.97636,306418.24903199996
2022-08-17,29031.309385,34585.249426,189104.517436,53686.525541,306407.60178799997
2022-08-18,29877.687251,34994.776616,185749.784303,53836.665374,304458.91354399995
2022-08-19,30817.731402,34687.780729,181151.921274,52848.175607,299505.609012
2022-08-20,29780.722161,32885.250773,168962.727087,44797.223416,276425.923437
2022-08-21,28958.20426,32308.851249,168492.908611,43267.594254,273027.558374
2022-08-22,30178.422102,35440.524634,183362.244786,51978.216048,300959.40757000004
2022-08-23,29854.584043,36066.150432,182130.810053,51468.161185,299519.705713
2022-08-24,29507.019264,36886.814141,184934.604492,51869.307819,303197.745716
2022-08-25,28407.150286,36585.732811,186035.145208,51076.720199,302104.748504
2022-08-26,29094.460638,36216.97903,181763.582814,50083.033052,297158.055534
2022-08-27,29363.164425,34525.934023,166795.816199,43960.564026,274645.478673
2022-08-28,28234.920219,34573.506338,170463.775517,43836.049236,277108.25131
2022-08-29,29082.915618,36996.600312,192392.436227,52453.251356,310925.203513
2022-08-30,28991.407375,36484.753891,191209.532557,51612.524304,308298.21812700003
2022-08-31,29348.766028,37210.148925,194441.734708,51035.543421,312036.193082
2022-09-01,30377.84041,38524.526488,192572.012204,51418.908717,312893.287819
2022-09-02,31044.949733,38914.645614,188827.29363,49822.36262,308609.251597
2022-09-03,30076.128169,36455.129393,172525.868441,43585.141538,282642.26754100004
2022-09-04,29517.49882,36375.782188,169332.441383,43405.315213,278631.037604
2022-09-05,29677.504097,38211.230786,189698.194781,50993.34732,308580.276984
2022-09-06,28659.006947,37690.970011,190640.578724,51831.08917,308821.644852
2022-09-07,29240.832049,37901.768937,190642.394952,52041.050577,309826.046515
2022-09-08,29814.160997,37069.091638,191873.558495,51814.26917,310571.0803
2022-09-09,29803.194366,37060.156599,187927.636653,51644.787463,306435.775081
2022-09-10,29245.65408,35832.657353,172850.490816,43717.526538,281646.328787
2022-09-11,29343.236217,34990.562427,168612.238886,43199.388128,276145.425658
2022-09-12,29940.757931,35158.454616,189821.054261,51220.329099,306140.595907
2022-09-13,28857.541069,34465.31897,193532.082274,52432.196006,309287.13831899996
2022-09-14,28254.749844,36236.544503,193757.778298,52432.305638,310681.378283
2022-09-15,29152.984982,34922.549319,191849.619345,52445.582612,308370.736258
2022-09-16,29358.026422,35400.754161,188200.775569,51789.022069,304748.578221
2022-09-17,28734.565671,33303.536888,173191.479796,44135.6885,279365.270855
2022-09-18,28679.847407,34775.867843,174117.911976,44888.29706,282461.924286
2022-09-19,30185.534682,38677.414376,198494.679365,52882.12609,320239.75451299996
2022-09-20,30230.100113,38714.156742,198440.818921,53269.93939,320655.015166
2022-09-21,29558.776792,39872.496076,200547.42894,54426.87469,324405.57649799995
2022-09-22,29752.376158,38522.116468,200048.504625,53940.076616,322263.073867
2022-09-23,30064.036808,37589.083829,188560.986744,51723.719185,307937.826566
2022-09-24,29266.452346,35754.879979,168956.172713,44978.121408,278955.626446
2022-09-25,30036.264133,36300.237619,169718.292235,44722.827665,280777.621652
2022-09-26,29514.400517,38893.785655,195298.078062,52747.731216,316453.99545
2022-09-27,29761.467373,37667.623116,196113.194498,54329.512947,317871.797934
2022-09-28,29972.333476,36461.017512,193713.389133,55576.601255,315723.34137599997
2022-09-29,30394.808198,38496.606972,198180.556603,55248.853814,322320.825587
2022-09-30,30719.996553,38459.066303,195926.989148,53412.609342,318518.661346
2022-10-01,29296.029566,34634.070388,176696.409579,46425.85115,287052.360683
2022-10-02,28008.44037,33719.849688,174896.711285,45298.680466,281923.681809
2022-10-03,30664.395367,36973.157725,196748.434065,51970.347149,316356.334306
2022-10-04,30808.801763,37396.286679,197356.735488,52439.840586,318001.664516
2022-10-05,28930.516693,34406.374344,194412.001132,53526.456306,311275.348475
2022-10-06,27960.641982,35392.163636,194935.628786,54189.91967,312478.35407400003
2022-10-07,28046.967095,34667.732706,193403.08337,51614.694026,307732.477197
2022-10-08,28833.345291,34032.41429,176775.99154,45560.373266,285202.124387
2022-10-09,29589.445426,35836.823506,186790.942475,47077.336805,299294.548212
2022-10-10,29396.246137,37020.215444,201367.507839,54793.886226,322577.855646
2022-10-11,29179.319047,37773.305675,201704.166282,56483.227578,325140.018582
2022-10-12,31330.036774,40071.621555,209928.195674,56148.06886,337477.92286299996
2022-10-13,31160.186573,39244.940377,202730.608512,56305.833446,329441.568908
2022-10-14,30451.776461,39277.120639,196053.746776,53023.188186,318805.832062
2022-10-15,28952.609713,37959.457543,182124.932749,47428.066928,296465.066933
2022-10-16,29351.663064,34994.185465,181674.512598,47021.330503,293041.69163
2022-10-17,30583.442727,39311.152379,206333.058983,56174.878548,332402.53263699997
2022-10-18,30856.608393,40642.651075,209758.860097,55778.242257,337036.361822
2022-10-19,29836.072727,40571.74715,224113.271943,58313.780698,352834.87251799996
2022-10-20,31409.083664,40514.786124,225556.51731,62086.463356,359566.850454
2022-10-21,31135.84871,41665.765922,216535.851022,57360.344129,346697.809783
2022-10-22,29183.454981,40756.326295,196626.366616,49448.808039,316014.95593100006
2022-10-23,29796.65516,41187.226691,196385.159719,48175.668753,315544.710323
2022-10-24,31897.767083,43218.237824,213589.511407,56581.535784,345287.052098
2022-10-25,33027.724705,41846.006109,206753.428434,55721.157769,337348.317017
2022-10-26,30061.50156,42811.724746,211093.131944,56516.498539,340482.856789
2022-10-27,29164.399081,43328.627658,207562.591388,56536.247203,336591.86533
2022-10-28,28324.837503,42410.488767,199782.966706,53379.547692,323897.840668
2022-10-29,28053.981379,38317.518657,186009.891953,48533.082952,300914.474941
2022-10-30,30154.790628,42395.721472,201468.190593,49489.985943,323508.688636
2022-10-31,30726.655363,44451.948629,209175.653609,55825.434329,340179.69193000003
2022-11-01,31167.080747,45001.865531,210624.900868,57308.972224,344102.81937000004
2022-11-02,30691.516652,42426.382128,210493.544741,58718.77388,342330.217401
2022-11-03,30429.449752,42676.875681,216298.023682,58796.880355,348201.22947
2022-11-04,29133.187941,40578.287649,211806.577097,57903.496445,339421.549132
2022-11-05,28040.865069,40404.443703,197755.377914,50652.313303,316852.999989
2022-11-06,28972.665869,37209.704663,196174.288395,51924.918114,314281.577041
2022-11-07,31691.744682,42166.849868,214630.011032,58817.149044,347305.754626
2022-11-08,31993.03966,45049.19833,215180.979226,57829.440159,350052.65737499995
2022-11-09,33292.328473,46455.496974,213802.347985,57801.952176,351352.125608
2022-11-10,32864.777477,42753.378911,215443.837161,58477.118996,349539.112545
2022-11-11,30601.9249,38010.823653,207225.950844,56220.084744,332058.784141
2022-11-12,28629.038229,37268.605996,188867.634354,48520.873601,303286.15218
2022-11-13,30368.127234,40720.098081,202254.482418,47941.108984,321283.816717
2022-11-14,32906.606906,44170.154111,220649.017346,58566.408737,356292.18710000004
2022-11-15,34513.769894,45511.132205,227833.746594,59866.222811,367724.871504
2022-11-16,36038.368911,46730.161706,236413.220317,63013.34548,382195.096414
2022-11-17,36803.297837,49686.676061,248144.262468,66351.545042,400985.781408
2022-11-18,36807.219446,50999.905462,248261.960522,67640.582283,403709.667713
2022-11-19,34668.575757,47168.286198,235958.845071,65270.876707,383066.583733
2022-11-20,34404.802642,47265.875805,240062.859573,66860.364342,388593.902362
2022-11-21,35461.730353,50808.914116,264925.680144,76640.785694,427837.110307
2022-11-22,36472.453747,50357.908904,263063.112527,74960.701268,424854.17644600006
2022-11-23,37279.543654,50879.013291,260066.845615,71308.804564,419534.207124
2022-11-24,35394.539941,51935.55465,255271.398076,68547.146359,411148.6390260001
2022-11-25,33134.946421,49979.852908,247738.854118,65554.473276,396408.126723
2022-11-26,31708.163728,47818.515016,232178.515641,59036.186985,370741.38137
2022-11-27,31684.152043,47248.404227,232847.501672,58041.363753,369821.421695
2022-11-28,32955.419183,47947.452071,251050.624374,67347.786602,399301.28223
2022-11-29,33858.423859,48730.5878,247072.334808,68796.904273,398458.2507400001
2022-11-30,33605.749567,49134.259433,249260.021413,70463.094991,402463.1254040001
2022-12-01,33656.294924,50779.002274,252863.653863,70766.000511,408064.951572
2022-12-02,33768.115814,49702.570489,253036.342755,69311.274599,405818.3036569999
2022-12-03,33721.064785,48528.777756,244706.628054,65315.103196,392271.573791
2022-12-04,32566.38178,49927.747924,252412.587425,66145.358072,401052.075201
2022-12-05,32480.537699,54405.26987,279842.529429,73385.934518,440114.271516
2022-12-06,32812.941776,53346.017277,286323.331081,74123.04632,446605.336454
2022-12-07,33805.308863,56264.446062,297288.77487,78266.99659,465625.526385
2022-12-08,33564.988854,56288.613988,307034.308736,83553.203396,480441.1149739999
2022-12-09,33450.199779,54215.463672,292182.609265,77954.227236,457802.499952
2022-12-10,32956.808665,53570.951596,277148.131318,68970.688918,432646.580497
2022-12-11,32851.159998,54679.732557,283241.762892,73857.738157,444630.393604
2022-12-12,35760.358378,55851.458658,299091.928395,84227.882859,474931.62829
2022-12-13,36101.265567,57647.112556,310781.546529,83223.222723,487753.14737499994
2022-12-14,35486.865951,60254.598511,300738.278476,77613.09637,474092.839308
2022-12-15,37185.448215,62320.392561,324241.520007,81861.830084,505609.190867
2022-12-16,37055.730103,63446.448083,325397.369918,90545.281078,516444.829182
2022-12-17,35894.874557,59227.983818,277887.836989,83468.916169,456479.611533
2022-12-18,36806.524643,51815.499035,253451.561063,74062.463864,416136.048605
2022-12-19,37061.380906,55056.555008,277631.125739,80253.675919,450002.7375719999
2022-12-20,37615.305791,52337.541366,255400.509664,71839.218491,417192.575312
2022-12-21,34965.231987,51981.399129,249701.82961,69763.899612,406412.360338
2022-12-22,34858.571701,53873.563364,246281.082683,67987.59139,403000.809138
2022-12-23,35442.809481,58021.594542,261702.730591,64694.612906,419861.74752
2022-12-24,34014.965771,55544.273764,266968.09285,64985.915935,421513.24832
