date,SE1,SE2,SE3,SE4,SE
2019-07-12,23056.795278,36381.029591,168371.676117,48312.415666,276121.916652
2019-07-13,21511.269051,32427.515041,151621.554004,42373.337354,247933.67545000004
2019-07-14,21480.10235,31434.772464,149345.247878,41297.489874,243557.612566
2019-07-15,22717.96637,36150.864293,165098.426815,46522.779343,270490.03682100005
2019-07-16,22714.061271,35671.123829,168189.714397,46618.081372,273192.980869
2019-07-17,21989.996469,34641.032508,165751.670664,46409.368546,268792.068187
2019-07-18,21946.287854,34487.878401,167792.234689,47652.232455,271878.633399
2019-07-19,22445.250434,35515.432045,166218.000888,46995.217189,271173.900556
2019-07-20,20955.899379,30531.265376,149141.020309,41568.06922,242196.254284
2019-07-21,20532.032455,29855.464794,148894.29125,41334.37485,240616.163349
2019-07-22,22440.594089,32535.122843,160085.38594,44825.21973,259886.32260200003
2019-07-23,22139.758713,33648.016197,159232.788426,45514.309301,260534.872637
2019-07-24,22421.794816,32796.762218,160109.965881,45153.642158,260482.165073
2019-07-25,22078.782318,33003.838242,163993.75425,45268.930116,264345.304926
2019-07-26,22316.937912,31298.232252,163254.824366,44752.977429,261622.971959
2019-07-27,22243.524903,29336.648208,151520.030197,41076.823747,244177.027055
2019-07-28,22354.372195,29804.048837,153464.255934,41109.30962,246731.986586
2019-07-29,22066.056736,32236.855328,167834.826265,47002.121162,269139.859491
2019-07-30,22421.630927,33349.576943,168684.014271,47805.600304,272260.822445
2019-07-31,23320.889165,35106.642111,169808.055355,46942.870076,275178.456707
2019-08-01,23069.905052,34469.365254,169054.058262,47641.859159,274235.187727
2019-08-02,23754.117644,34049.391498,166913.356909,45955.217926,270672.083977
2019-08-03,22861.705696,30803.224903,153955.610027,40964.148941,248584.68956699996
2019-08-04,21445.838779,30939.05289,155135.238551,40744.742844,248264.873064
2019-08-05,23345.271476,35605.217355,176867.2566,49056.55161,284874.297041
2019-08-06,23371.006111,34786.655408,175799.090061,50678.484274,284635.23585399997
2019-08-07,22529.754745,34930.664493,178966.717123,51494.126379,287921.26274000003
2019-08-08,22821.513984,34468.827949,178621.236091,52408.072555,288319.650579
2019-08-09,23357.730067,34394.490892,178048.345362,50633.553672,286434.119993
2019-08-10,21793.143424,30697.252574,165131.346786,45135.887829,262757.630613
2019-08-11,21465.485043,29684.476731,161726.130086,43434.979789,256311.071649
2019-08-12,22583.754189,32014.972926,185742.034082,52568.1625,292908.92369699996
2019-08-13,22312.315495,33625.148301,186171.53801,54017.954528,296126.956334
2019-08-14,21959.921869,33106.960511,186564.385303,54635.98536,296267.253043
2019-08-15,22525.174993,33471.661101,190823.708941,54846.758906,301667.303941
2019-08-16,24181.614109,34319.575326,186977.622041,52498.384492,297977.195968
2019-08-17,24953.35455,32095.388227,170174.166564,45757.792513,272980.70185400004
2019-08-18,25243.121328,31804.993202,164983.30233,44817.305583,266848.722443
2019-08-19,25993.367311,34654.666512,187906.719998,54122.50981,302677.263631
2019-08-20,25206.668905,34867.716285,188796.746521,53640.112347,302511.244058
2019-08-21,24798.818416,35656.676445,193677.233012,53197.271123,307329.99899600004
2019-08-22,25242.873484,35336.166706,195891.798926,54244.80686,310715.645976
2019-08-23,26048.122067,34556.903929,190842.903444,52164.154896,303612.08433599997
2019-08-24,24993.493534,32313.550073,168432.766719,44557.782721,270297.593047
2019-08-25,24479.057716,31755.787004,169916.400322,44371.754788,270522.99983
2019-08-26,26005.851321,36944.387396,195353.487133,53943.741343,312247.467193
2019-08-27,26409.993448,35949.442744,195398.585834,54724.710668,312482.732694
2019-08-28,25763.973709,34794.307509,196479.595971,54416.257944,311454.13513300003
2019-08-29,26695.859677,37167.626363,194153.178182,54384.143295,312400.807517
2019-08-30,26465.923022,36246.733232,191689.085222,52410.772591,306812.514067
2019-08-31,24323.694855,32557.62349,172961.575913,45948.590499,275791.484757
2019-09-01,24622.034494,33487.778302,170987.019722,46038.442707,275135.275225
2019-09-02,27044.548372,36292.602977,195965.808728,54128.310703,313431.27078
2019-09-03,26295.363401,38369.846338,200347.192801,57213.361087,322225.763627
2019-09-04,25533.853083,37945.891194,203095.94985,56520.911907,323096.606034
2019-09-05,25980.598759,37276.280518,200741.521129,55615.227727,319613.628133
2019-09-06,26120.960991,37057.987835,198669.109273,54362.813539,316210.871638
2019-09-07,25997.686484,35052.838983,177559.511582,45647.299306,284257.33635500004
2019-09-08,25595.414548,34515.189388,177101.745586,45778.407585,282990.757107
2019-09-09,26801.104254,39889.606121,198402.948508,55396.075355,320489.734238
2019-09-10,26714.025925,36778.51393,193162.611639,55404.678886,312059.83038
2019-09-11,24589.101677,36238.84001,194051.214518,55623.985855,310503.14206
2019-09-12,25417.876423,35812.619088,192449.537946,55360.559691,309040.59314799996
2019-09-13,25681.613501,35449.152207,188896.369615,53972.246021,303999.381344
2019-09-14,25717.451466,36244.565044,176079.763215,47826.957518,285868.737243
2019-09-15,25371.030688,35839.278131,176106.093437,48890.044837,286206.447093
2019-09-16,27038.245301,40367.773402,204920.829649,58135.699444,330462.547796
2019-09-17,26475.141995,40888.370289,214494.909369,62125.863179,343984.284832
2019-09-18,25661.337649,40582.802362,214160.12693,61651.512791,342055.779732
2019-09-19,26406.552671,42611.714635,217328.216123,61353.79779,347700.281219
2019-09-20,25928.953099,42118.079944,210412.346868,60276.61704,338735.996951
2019-09-21,24706.371787,37135.768684,174122.442189,49282.300612,285246.883272
2019-09-22,24770.520161,35910.86444,180274.052921,49150.676542,290106.11406399996
2019-09-23,26285.592671,41060.064356,210598.022075,58619.818772,336563.497874
2019-09-24,25914.326911,40472.043039,209689.434527,60180.783091,336256.587568
2019-09-25,25154.480957,40927.339544,212805.805143,59193.602418,338081.228062
2019-09-26,24850.488808,39361.690718,210998.700688,59187.737828,334398.618042
2019-09-27,24461.49594,37705.902728,210608.573414,58066.687116,330842.659198
2019-09-28,24240.568981,34718.092648,185836.072053,49708.405422,294503.139104
2019-09-29,24560.341531,34218.088939,185521.872807,49509.086635,293809.389912
2019-09-30,24096.165522,38043.279155,213598.975615,59903.219625,335641.63991699996
2019-10-01,24543.290138,42216.390301,223966.299039,64157.931383,354883.910861
2019-10-02,24436.595559,43013.679426,230468.514444,62958.898424,360877.687853
2019-10-03,25753.715884,44409.618062,235033.168376,64677.797836,369874.300158
2019-10-04,25729.592861,46097.892019,239293.880385,64952.309411,376073.674676
2019-10-05,25153.673729,43735.584877,225357.750265,59246.555777,353493.56464800006
2019-10-06,25015.486929,41169.582987,226952.12199,61838.568811,354975.760717
2019-10-07,26136.512183,44881.187194,252173.424114,71644.733274,394835.856765
2019-10-08,25617.119641,47071.929101,252344.972115,70118.270726,395152.291583
2019-10-09,25781.329069,46208.422143,237301.254424,64601.478194,373892.48383
2019-10-10,25539.925019,44023.520132,227058.321309,64034.42995,360656.19641
2019-10-11,26068.49189,42127.353901,218847.637713,61733.987458,348777.470962
2019-10-12,25822.904621,40258.891032,199499.204236,52978.467101,318559.46699
2019-10-13,26084.675244,40854.438361,198941.684325,54137.241234,320018.039164
2019-10-14,29082.139816,45756.961854,226504.404678,62311.190607,363654.6969550001
2019-10-15,30657.272302,46623.258953,231817.947583,63183.599852,372282.07869
2019-10-16,29329.104774,46920.990151,226799.753242,62754.558415,365804.406582
2019-10-17,29521.995205,46089.380014,231519.070145,62451.708057,369582.15342100005
2019-10-18,28468.242528,43701.197115,220959.324715,60514.470265,353643.234623
2019-10-19,27183.447926,40911.68636,196918.328997,53438.884686,318452.347969
2019-10-20,28321.868108,42794.199946,201317.081538,52202.935135,324636.084727
2019-10-21,29985.432907,46211.173823,233641.887907,62460.739441,372299.234078
2019-10-22,27819.005379,43909.682091,226656.531453,62015.858359,360401.077282
2019-10-23,27220.74424,44619.207156,227171.162034,63465.825562,362476.938992
2019-10-24,27765.077232,43882.704913,225416.044324,63567.245156,360631.071625
2019-10-25,27372.179237,40385.396886,218140.204706,61011.610918,346909.391747
2019-10-26,27696.692586,37632.294687,215200.941744,54481.846741,335011.77575800003
2019-10-27,30239.949418,42115.601853,233229.410437,57270.687498,362855.649206
2019-10-28,31699.25388,46870.176859,262023.789323,68058.383068,408651.60312999994
2019-10-29,32383.120466,49757.727545,265148.75961,74200.60632,421490.21394100005
2019-10-30,31809.962017,50357.726767,269820.969344,76624.793689,428613.451817
2019-10-31,30920.02848,48346.843179,258756.321733,71805.035273,409828.228665
2019-11-01,32078.121193,47451.483379,255528.200549,69621.693757,404679.4988779999
2019-11-02,30489.439673,43316.609804,230222.225664,60158.843896,364187.119037
2019-11-03,30195.297071,46376.324241,236360.131603,57901.833719,370833.58663399995
2019-11-04,33640.71293,51797.857113,270752.676115,69560.169853,425751.41601099994
2019-11-05,35371.873392,52510.14284,279975.511392,75698.692476,443556.2201
2019-11-06,34004.133894,53582.235268,287957.552987,78134.970457,453678.892606
2019-11-07,33149.301439,52643.478097,283652.963715,77264.088626,446709.831877
2019-11-08,34116.877685,52351.424326,267411.369701,70023.040023,423902.711735
2019-11-09,34530.624476,49805.108011,243331.725093,63391.727568,391059.185148
2019-11-10,34020.339935,51111.342536,251955.481545,63964.785139,401051.949155
2019-11-11,34542.571038,55497.411612,274825.728576,73373.194972,438238.90619800007
2019-11-12,33653.092096,51080.247896,263123.482845,74926.334524,422783.157361
2019-11-13,31705.787679,49588.139438,261700.797104,74314.804967,417309.529188
2019-11-14,31360.165985,50587.958564,262164.144401,74490.404757,418602.673707
2019-11-15,32527.183748,52078.645064,258005.738728,73501.804541,416113.3720809999
2019-11-16,33178.818881,51348.126947,229638.127755,62739.777925,376904.851508
2019-11-17,33311.992929,47825.383623,222331.024672,62762.441339,366230.842563
2019-11-18,31972.0564,52216.253373,248863.556117,70752.689386,403804.555276
2019-11-19,31124.381757,49049.46643,246450.00056,72835.259499,399459.108246
2019-11-20,29908.622852,49181.811654,251740.679217,71540.566853,402371.680576
2019-11-21,32174.583247,48209.10221,252482.836581,71272.039361,404138.561399
2019-11-22,31226.525826,46484.180605,253206.893463,69012.101831,399929.701725
2019-11-23,28758.441906,42554.894802,235212.381484,62775.72927,369301.447462
2019-11-24,29335.630514,42263.444528,241327.569902,63961.772356,376888.4173
2019-11-25,31508.239532,47980.188885,268966.986676,74108.541319,422563.956412
2019-11-26,32717.905049,50123.154262,264966.265129,74660.280058,422467.604498
2019-11-27,34150.323345,52412.6713,257143.153285,71892.384096,415598.532026
2019-11-28,34086.700362,55141.965858,255398.069758,71163.481213,415790.217191
2019-11-29,34259.159037,56126.217274,280956.217545,76867.921522,448209.515378
2019-11-30,32378.373801,53823.997935,278263.386404,76208.86777,440674.62591
2019-12-01,31986.268926,53434.244985,284604.700038,75639.855368,445665.069317
2019-12-02,32503.382939,55732.608671,312981.471096,82129.932438,483347.3951439999
2019-12-03,32627.502807,52392.750282,310163.572451,85448.380259,480632.205799
2019-12-04,30848.852946,49670.911252,282959.003498,76516.207574,439994.97526999994
2019-12-05,30785.745673,48420.250405,271904.716447,77100.939371,428211.651896
2019-12-06,31851.35385,47929.49293,259201.623461,74532.837647,413515.307888
2019-12-07,31699.9502,46683.565024,243654.851225,65842.839646,387881.206095
2019-12-08,32676.18265,47728.352586,255832.696769,66694.665716,402931.897721
2019-12-09,34637.987162,51532.267684,273499.671858,77388.9235,437058.850204
2019-12-10,36735.880616,55400.949584,304562.988276,85005.242402,481705.060878
2019-12-11,33959.743489,52326.362995,287737.804289,81749.997136,455773.907909
2019-12-12,31603.455536,50971.307111,281432.416682,80477.168345,444484.347674
2019-12-13,32570.222544,51054.909031,273737.197021,78494.61474,435856.943336
2019-12-14,32081.212596,46998.326678,248549.805729,70583.873103,398213.218106
2019-12-15,31265.504228,45251.075031,246796.315075,69610.783016,392923.67735
2019-12-16,33336.885864,50211.280893,274497.945372,78165.753011,436211.86514
2019-12-17,33197.423688,50592.362476,270554.766677,76731.802969,431076.35581
2019-12-18,35446.736229,55921.146068,273719.912634,75267.193585,440354.988516
2019-12-19,35434.859243,55799.351554,280877.741209,76857.63364,448969.585646
2019-12-20,36213.914123,51022.549928,254678.006598,72020.830035,413935.300684
2019-12-21,31948.464205,44890.685962,229224.648187,62874.298145,368938.096499
2019-12-22,31178.421796,46203.020041,228495.257011,63710.453866,369587.152714
2019-12-23,31079.81979,48784.5893,245490.05816,66489.130446,391843.597696
2019-12-24,29979.233757,49009.776596,226062.54395,60178.985308,365230.539611
2019-12-25,29950.058109,49899.188725,225395.414679,61028.652498,366273.314011
2019-12-26,29990.369092,49099.181385,244295.451815,66694.18716,390079.189452
2019-12-27,33133.878572,53148.155558,269581.441936,74274.171382,430137.647448
2019-12-28,32757.995309,53479.000258,269631.242263,76386.789527,432255.027357
2019-12-29,29336.884889,45566.580106,245616.768029,70739.103552,391259.336576
2019-12-30,29088.846261,44804.449161,233281.991477,69240.598758,376415.885657
2019-12-31,29788.354988,46406.634715,233786.84909,65222.966232,375204.8050249999
2020-01-01,28900.271929,44693.855038,234178.519139,65867.790631,373640.436737
2020-01-02,28190.3702,46950.75546,250706.175039,75846.943831,401694.24453
2020-01-03,28658.701296,47729.674605,254693.889659,74369.395513,405451.66107299994
2020-01-04,29361.645874,47476.896659,258637.460069,70478.938536,405954.941138
2020-01-05,31056.2469,49118.360243,266241.910437,73368.807082,419785.324662
2020-01-06,30284.551295,47388.860292,248210.103133,68412.258561,394295.773281
2020-01-07,30512.006542,49326.991628,267832.578442,76773.625334,424445.201946
2020-01-08,30183.362947,48809.579272,266924.884745,77464.315046,423382.14201
2020-01-09,30578.539926,50271.156995,277155.443591,79538.871762,437544.012274
2020-01-10,31138.255567,52743.073518,284166.677343,74525.36364,442573.3700680001
2020-01-11,29449.986228,47521.793354,267547.719833,70697.207699,415216.707114
2020-01-12,29102.616877,43994.993416,240994.307244,67907.272756,381999.190293
2020-01-13,31600.987773,52670.678378,280395.808776,77107.983785,441775.458712
2020-01-14,30898.055856,51183.268309,273966.421461,78500.276931,434548.022557
2020-01-15,31771.281842,49138.938153,262042.013655,74228.651599,417180.885249
2020-01-16,32859.244371,52172.13922,266328.639739,77147.586509,428507.609839
2020-01-17,33601.166741,50410.366065,265171.679083,75624.16208,424807.373969
2020-01-18,31549.804373,46986.112793,243547.874884,68010.069522,390093.861572
2020-01-19,31311.249626,48718.071924,255179.948438,69249.42234,404458.692328
2020-01-20,30517.574291,48338.700694,279201.337149,80075.973957,438133.58609100006
2020-01-21,30919.60161,48352.364013,262194.792479,77994.783302,419461.541404
2020-01-22,31852.568285,51445.506451,275142.729673,78070.812416,436511.616825
2020-01-23,32734.783581,51610.043962,281833.169157,83084.41965,449262.41635
2020-01-24,31823.908816,50218.102611,257967.352714,75969.828187,415979.192328
2020-01-25,32083.076537,49990.144349,246453.476113,66982.377057,395509.074056
2020-01-26,32802.069842,47710.860476,236269.169456,67967.463517,384749.563291
2020-01-27,34852.115834,51889.846341,264030.270794,78061.40626,428833.639229
2020-01-28,33320.734788,49669.560309,266586.270644,76798.014733,426374.580474
2020-01-29,32353.684627,53298.093996,271531.079062,77668.324624,434851.182309
2020-01-30,32625.823124,52682.521404,276297.280649,78169.321512,439774.946689
2020-01-31,31428.009639,51514.957386,271194.747581,74023.19717,428160.911776
2020-02-01,30945.94094,45787.691621,240026.596204,64969.487697,381729.716462
2020-02-02,30459.29816,46692.283544,244705.108203,67932.669288,389789.359195
2020-02-03,32944.967114,54735.567389,291158.778635,79625.751956,458465.065094
2020-02-04,34669.797229,58983.999266,297692.700093,80985.450814,472331.947402
2020-02-05,33236.292627,56742.637964,294223.867326,82196.94435,466399.742267
2020-02-06,33150.584431,56028.920781,281371.125973,77639.928389,448190.559574
2020-02-07,33195.874664,55543.257613,287962.05623,78928.559856,455629.748363
2020-02-08,31862.583627,50769.420738,255906.604209,69827.115578,408365.724152
2020-02-09,31162.606471,46550.79655,250346.944349,67645.877433,395706.224803
2020-02-10,31080.874537,48684.062505,268417.987779,75994.088675,424177.013496
2020-02-11,29764.818854,49537.947039,278959.199889,80767.003107,439028.968889
2020-02-12,32053.404199,52490.101912,277484.939158,81061.846334,443090.291603
2020-02-13,34039.987411,54797.761521,286186.659429,80770.304784,455794.7131450001
2020-02-14,35145.017122,56669.707177,287861.061585,78521.949482,458197.735366
2020-02-15,33292.2176,50478.994262,255328.525419,69790.484641,408890.221922
2020-02-16,32130.752422,46488.014302,239369.87959,65543.872618,383532.518932
2020-02-17,31246.064534,50221.034198,267561.534224,76249.050214,425277.68317
2020-02-18,31156.93376,49004.712898,264929.548161,76317.708708,421408.9035270001
2020-02-19,32695.246904,52245.656954,268306.616347,77236.488646,430484.008851
2020-02-20,34973.91286,55070.572331,280477.119737,78863.538188,449385.143116
2020-02-21,30413.951932,49679.7068,259553.91479,74852.554672,414500.128194
2020-02-22,29019.609613,44919.214297,240112.548613,68648.112372,382699.484895
2020-02-23,29777.421417,46923.610489,244541.757605,69874.309158,391117.098669
2020-02-24,31509.742468,53024.941697,277779.10853,77899.486504,440213.279199
2020-02-25,32697.146747,55001.82324,288290.808774,80692.088243,456681.867004
2020-02-26,34964.712831,58145.897048,296413.213594,84453.703342,473977.526815
2020-02-27,34494.422851,58391.52275,300880.546531,84519.81345,478286.305582
2020-02-28,35349.268149,58070.458251,290113.215968,81668.599077,465201.541445
2020-02-29,34193.835702,49764.425647,259064.035224,72394.009698,415416.3062709999
2020-03-01,33441.47112,49763.843374,252668.520733,69417.441423,405291.27665
2020-03-02,34927.814163,56623.991892,267594.897735,78715.600566,437862.304356
2020-03-03,35173.946101,56323.29311,269979.359393,80176.873422,441653.472026
2020-03-04,35466.084475,56017.476659,276094.595673,77909.535872,445487.692679
2020-03-05,34098.254543,54526.86101,275695.650416,78318.621456,442639.387425
2020-03-06,32531.292857,54079.067147,274915.550361,77417.890213,438943.800578
2020-03-07,30652.604622,51877.399891,254169.482052,68549.106881,405248.593446
2020-03-08,30121.230592,48796.72762,249325.063684,68089.574628,396332.59652400005
2020-03-09,30159.344864,49158.556811,258733.998597,72716.718483,410768.618755
2020-03-10,30458.754348,46394.815739,262299.4907,76469.604828,415622.665615
2020-03-11,31860.543619,45319.32879,261666.083714,73212.419367,412058.37549
2020-03-12,30344.529273,46842.742679,269021.018316,75459.900017,421668.190285
2020-03-13,31106.25236,50806.364709,273999.417291,77255.132054,433167.166414
2020-03-14,30372.453297,52529.26372,267169.350686,72497.270135,422568.337838
2020-03-15,29041.975548,46730.742925,251484.401186,69110.664933,396367.784592
2020-03-16,30832.401342,49909.380823,262028.242623,72546.72129,415316.746078
2020-03-17,29657.611299,46947.27685,261420.854755,74006.280515,412032.023419
2020-03-18,28044.097611,48209.524966,258373.760159,73031.968562,407659.351298
2020-03-19,30640.622026,48921.869979,256024.430418,72034.615823,407621.5382459999
2020-03-20,31112.194763,50910.426841,262447.48618,71694.718117,416164.825901
2020-03-21,30042.588177,47802.536517,256575.584175,69023.748463,403444.457332
2020-03-22,30004.199634,47250.221607,257524.629308,69281.247875,404060.298424
2020-03-23,29876.252966,49172.502359,272822.067569,78929.425865,430800.248759
2020-03-24,28911.097322,48403.922117,259303.730989,77511.523077,414130.273505
2020-03-25,28355.407973,46309.353936,253030.52889,75435.903494,403131.1942929999
2020-03-26,29562.180708,48154.966434,245611.18494,75630.379704,398958.711786
2020-03-27,27879.848471,49553.678942,247299.822392,72037.598986,396770.948791
2020-03-28,28196.717326,46298.784161,232279.192462,64092.870236,370867.564185
2020-03-29,27835.176165,43604.445684,235559.014939,64846.118873,371844.755661
2020-03-30,30358.299281,49882.805104,265958.145681,76487.408198,422686.658264
2020-03-31,28966.44049,48768.543868,262510.673058,78333.519585,418579.177001
2020-04-01,28789.529097,46146.536966,245254.694299,73543.082671,393733.8430329999
2020-04-02,29681.267155,45409.4193,248000.319742,73970.618344,397061.624541
2020-04-03,29804.436563,48657.096378,251918.779638,72882.758968,403263.071547
2020-04-04,28852.377444,47930.209112,235546.070051,65394.640839,377723.297446
2020-04-05,28420.150027,45124.839783,224308.307044,59281.936574,357135.23342799995
2020-04-06,29761.13093,45640.05961,231875.197096,64001.865483,371278.253119
2020-04-07,28556.402933,46342.018753,232732.976923,63188.199428,370819.5980370001
2020-04-08,27655.591081,45114.646758,225849.162572,63163.972223,361783.372634
2020-04-09,28624.676857,45092.469875,215499.205342,60957.590199,350173.942273
2020-04-10,28607.659063,43893.670897,206117.940317,56735.506718,335354.776995
2020-04-11,28201.730295,43076.743157,204401.488604,54772.90719,330452.869246
2020-04-12,28722.090997,42547.982319,193949.79496,49758.744196,314978.612472
2020-04-13,29186.961605,43658.443334,212774.195965,56274.648353,341894.249257
2020-04-14,28588.698214,45888.868598,235315.804301,66631.73284,376425.103953
2020-04-15,28180.962455,44721.505724,219951.02955,64208.897409,357062.395138
2020-04-16,28023.011456,45452.429936,220724.269344,62088.659762,356288.370498
2020-04-17,28503.647421,46053.93727,226252.882823,61852.410916,362662.87843
2020-04-18,26491.995807,43560.027962,210788.354611,57515.261549,338355.639929
2020-04-19,26677.465269,39576.679329,200064.696318,55731.609998,322050.45091400004
2020-04-20,26665.116884,38410.942877,211735.596103,62727.157154,339538.813018
2020-04-21,26300.745345,36196.033293,209121.136072,61851.596695,333469.511405
2020-04-22,26365.825163,35796.844602,203969.620714,60630.4584,326762.74887899996
2020-04-23,27020.556307,37052.062096,200199.978764,58247.017651,322519.614818
2020-04-24,27108.492197,37230.954839,203855.646341,55246.447865,323441.541242
2020-04-25,27012.369061,35434.512838,192456.106996,51429.623387,306332.612282
2020-04-26,26796.87004,35880.384887,192974.889329,52521.071268,308173.215524
2020-04-27,26783.898721,41495.635096,225909.807912,61391.101138,355580.442867
2020-04-28,26572.685751,43767.351636,237966.400865,61744.696446,370051.134698
2020-04-29,26771.044197,43710.416802,237677.567002,64651.026671,372810.054672
2020-04-30,26430.315944,43025.277944,232102.013572,66291.062253,367848.6697129999
2020-05-01,25675.836039,41753.916742,209259.640351,55650.753385,332340.146517
2020-05-02,25406.965527,41183.37664,193135.367983,52914.241977,312639.95212699997
2020-05-03,25061.028943,40180.351742,187048.241334,50687.802078,302977.424097
2020-05-04,25126.99609,42499.43717,222270.350263,58878.961273,348775.74479599996
2020-05-05,24568.414223,41314.816515,225440.088187,62563.173015,353886.49194
2020-05-06,24068.571218,40345.321449,217332.947948,59561.162162,341308.002777
2020-05-07,24290.798147,41459.645265,215363.522162,56700.825706,337814.79128
2020-05-08,25020.533759,40896.287406,209489.845225,54203.505596,329610.17198600003
2020-05-09,23998.877531,39297.798002,190116.34958,48378.315357,301791.34047
2020-05-10,25191.59393,39630.005475,190058.308084,48245.537432,303125.444921
2020-05-11,25540.80853,42232.554341,222235.811426,59827.06661,349836.24090699997
2020-05-12,25688.375322,41870.397841,223495.865704,63733.183385,354787.822252
2020-05-13,25461.103046,42177.976598,228977.849348,63018.665002,359635.593994
2020-05-14,25531.919392,42203.295301,219474.255843,62103.559609,349313.03014499997
2020-05-15,25016.820377,41421.766293,204370.302478,58666.506767,329475.395915
2020-05-16,24483.430519,38050.965805,185337.476948,54262.997963,302134.87123499997
2020-05-17,23924.978311,36428.573173,184677.068001,53593.23874,298623.858225
2020-05-18,24519.438828,40188.362563,208503.227071,60372.533179,333583.56164100004
2020-05-19,24712.587632,39346.50065,207757.120951,59681.575462,331497.784695
2020-05-20,25048.824795,40056.121849,203223.99503,57844.986008,326173.927682
2020-05-21,24758.566859,37432.347985,181848.348467,49885.618163,293924.881474
2020-05-22,24357.7525,36051.088834,177111.073598,50398.438705,287918.35363699996
2020-05-23,23589.489921,35524.476834,177948.8203,49155.89802,286218.685075
2020-05-24,23296.308156,33714.03961,174266.701575,49679.346023,280956.395364
2020-05-25,23779.967801,37902.085306,190395.853505,55938.875945,308016.782557
2020-05-26,24006.847754,36484.216635,186004.815211,54395.304502,300891.18410199997
2020-05-27,22611.999343,35911.996158,186493.449343,53676.225329,298693.67017299996
2020-05-28,22350.425772,37886.917514,190627.986419,53326.676933,304192.00663799996
2020-05-29,22915.455579,36996.349728,183412.685641,51241.978884,294566.469832
2020-05-30,21616.428015,33756.295979,160575.054548,45702.578186,261650.356728
2020-05-31,20943.631377,32307.757551,155523.941346,43918.582453,252693.912727
2020-06-01,22159.177855,36019.233993,183504.905324,53249.77273,294933.08990200004
2020-06-02,22171.403348,35630.707636,185562.234018,54079.216506,297443.561508
2020-06-03,22599.053563,35153.330449,191023.808291,54108.755233,302884.947536
2020-06-04,22944.628907,35991.015902,191992.766568,54235.514365,305163.925742
2020-06-05,22829.711261,34914.539911,187682.811164,52675.789953,298102.85228900006
2020-06-06,22540.998541,32817.937855,171224.173612,47983.840861,274566.950869
2020-06-07,21948.284315,34382.578992,171895.133357,46090.705243,274316.70190700004
2020-06-08,22906.194417,37027.730747,191118.038635,53861.582172,304913.54597100004
2020-06-09,22655.776074,36467.797284,192682.372871,54306.777126,306112.723355
2020-06-10,21523.171798,36567.019358,192744.875484,53821.918422,304656.985062
2020-06-11,22006.099113,35283.12312,190300.940235,53680.637479,301270.799947
2020-06-12,21957.23066,33619.123597,180601.511158,51930.9386,288108.804015
2020-06-13,20608.977218,32223.388546,159486.631617,45631.135624,257950.133005
2020-06-14,20717.340019,32224.507914,158600.612519,44581.18708,256123.64753199997
2020-06-15,22525.77294,34679.87956,186246.224372,53299.539999,296751.41687099996
2020-06-16,22203.45052,34307.117019,186157.424994,53813.12218,296481.114713
2020-06-17,22229.314603,35139.623936,187848.886284,52831.591989,298049.416812
2020-06-18,22296.513668,34192.616681,179620.874023,50261.904943,286371.909315
2020-06-19,21067.180361,30757.711533,149272.67616,41562.641752,242660.209806
2020-06-20,21172.249765,29438.975373,143193.503684,40282.592892,234087.321714
2020-06-21,21817.604599,30022.524556,148279.945296,41609.952807,241730.027258
2020-06-22,23510.075246,34025.438375,179420.633607,50930.516402,287886.66362999997
2020-06-23,23392.722255,35985.07638,184549.389742,51297.872461,295225.060838
2020-06-24,23386.117348,36741.450888,187280.916711,51126.372216,298534.857163
2020-06-25,23350.378813,34153.601406,184972.067605,50758.462306,293234.51013
2020-06-26,23265.6226,32525.64738,179746.941578,49043.544983,284581.756541
2020-06-27,21866.165568,32118.133285,159658.270319,42765.584833,256408.154005
2020-06-28,22317.227105,32106.225417,160000.931843,43266.474437,257690.858802
2020-06-29,23528.814753,35716.043832,180616.011508,50737.852646,290598.722739
2020-06-30,22923.801967,35067.316345,182639.553758,52021.98682,292652.65889
2020-07-01,23076.541547,36714.844514,183113.852127,51642.143359,294547.38154699997
2020-07-02,23232.428702,36203.548847,178855.211177,50598.786178,288889.974904
2020-07-03,23066.18298,33209.158457,171335.06455,48857.210998,276467.61698500003
2020-07-04,23192.836773,31356.275746,157150.764188,44679.879321,256379.75602800003
2020-07-05,22933.905593,29841.861056,156563.043062,43005.488558,252344.298269
2020-07-06,24116.748157,34713.828797,172582.174242,49548.811889,280961.56308500003
2020-07-07,24543.408834,35577.49165,174880.969611,50424.598841,285426.468936
2020-07-08,24526.735499,36945.841623,178412.717183,50075.093348,289960.387653
2020-07-09,23354.69297,36954.359594,174222.610807,48904.104354,283435.767725
2020-07-10,23703.76484,35356.982485,168553.497181,48859.417213,276473.661719
2020-07-11,22615.895412,32663.167967,152083.853821,42832.701214,250195.618414
2020-07-12,22112.328651,32094.282638,149631.124878,42139.977299,245977.713466
2020-07-13,23202.832607,33279.958416,160485.554922,45891.715818,262860.061763
2020-07-14,23620.175876,33811.426901,160105.397144,46348.095832,263885.095753
2020-07-15,22018.009506,33948.814044,158784.025605,46187.271179,260938.120334
2020-07-16,23187.340633,32678.913298,156000.416261,46871.177265,258737.847457
2020-07-17,22234.604988,31084.892957,152751.5324,45089.075146,251160.105491
2020-07-18,21868.819,30636.488541,140851.605056,41005.032997,234361.945594
2020-07-19,21906.166962,30933.827582,139791.707078,41047.913871,233679.615493
